,Parent,Avg_Monthly_Supply,Parent Agency No.,Name
439,R1053,257.3333333333333,R1053,CSFP - Chapel Ridge Manor Apts  
440,R1054,3766.611856162843,R1054,Chatham County Group Homes READD Center  
441,R1056,19530.166666666664,R1056,Christ Community United Methodist Church
442,R1058,9785.875,R1058,Christian Faith Ministries  
443,R1059,465.54545454545456,R1059,Christian Life Home  
444,R1060,56642.154204545455,R1060,Christians United Outreach Ctr  
445,R1061,4926.125,R1061,Church Of God Of Prophecy Raleigh
446,R1062,10743.5,R1062,Church of God-Sermon del Monte  
447,R1063,1515.5454545454545,R1063,Church on the Rise  
448,R1064,13102.333333333334,R1064,City Harvest Food Bank of NYC  
449,R1065,550.0,R1065,SFSP - City of Goldsboro - WA  
450,R1066,12251.666666666666,R1066,Clayton Area Ministries  
451,R1068,23003.35,R1068,Clinton (St. Stephens Church)  
452,R1069,1640.157894736842,R1069,Coats Baptist Church  
453,R1070,15083.5,R1070,Coats COGOP Grass Roots Outreach & Worship
454,R1071,884.0,R1071,CSFP - Colony Woods  
455,R1072,290.0,R1072,KC - Community Enrichment  
456,R1073,105152.96215909091,R1073,Community Helpers Service Center Inc
457,R1074,15580.041666666666,R1074,Community of Hope Ministries  
458,R1075,29452.007916666666,R1075,Comunidad Cristiana Hosanna  
459,R1076,3170.8,R1076,Concerned Citizens Of Tillery  
460,R1077,11584.968260869566,R1077,Corinth United  
461,R1078,3003.4583333333335,R1078,Covenant Life Church  
462,R1079,390.5,R1079,Crabtree Valley Baptist Church  
463,R1082,4560.214285714285,R1082,WPP - Cummins Engine Plant RM  
464,R1083,1318.6666666666667,R1083,Deliverance Church  
465,R1086,34287.2,R1086,Direct Dist. -- Duplin County  
466,R1088,47837.94736842105,R1088,CSFP - Direct Dist. - Wake Co  
467,R1089,118822.0,R1089,Direct Dist. -- Wayne County  
468,R1091,4652.333333333333,R1091,Direct Distr - Franklin County  
469,R1092,21908.733333333334,R1092,Direct Distr - Harnett County  
470,R1093,7368.0,R1093,CSFP - Direct Distr - Inborden  
471,R1096,18878.25,R1096,Direct Distr- Edgecombe County  
472,R1097,28000.0,R1097,CSFP - Direct Distr Halifax Co  
473,R1098,7614.5,R1098,Direct Distr - Johnston County  
474,R1099,16842.454545454544,R1099,Direct Distr. - Halifax County  
475,R1101,33449.57142857143,R1101,Direct Dist. -- NASH County  
476,R1102,8125.0,R1102,CKC - Diversity Nurtures  
477,R1103,1262.695652173913,R1103,Dorcas Ministries Christian Community In Action
478,R1104,321.0,R1104,SFSP - Dream Center  
479,R1105,631.0,R1105,SFSP - Dunn Police Athletic  
480,R1106,21349.090909090908,R1106,Duplin - Disaster Relief  
481,R1107,5948.355555555556,R1107,"Duplin Christian Outreach, Faith by Grace Ministries"
482,R1109,26614.714285714286,R1109,East Duplin Christian Outreach  
483,R1112,6593.0952380952385,R1112,Ebenezer Missionary Baptist  
484,R1114,25632.535833333335,R1114,Edgerton Memorial UMC  
485,R1116,5008.0,R1116,Emerge Ministries  
486,R1117,34628.51833333333,R1117,Emmanuel Hispanic Pentecostal Holiness Church
487,R1120,555.6190476190476,R1120,CSFP - Fair Meadows Apts  
488,R1121,3048.200909090909,R1121,Faith In Action  
489,R1122,6775.670416666667,R1122,Faith Missionary Baptist Church
490,R1123,1323.9130434782608,R1123,Faith Tabernacle Ministry  
491,R1124,336.0,R1124,Family Circle Elder Care  
492,R1125,4914.083333333333,R1125,Fathers Forever  
493,R1126,34692.0,R1126,Feeding Tampa Bay  
494,R1127,1339.625,R1127,Fellowship Home of Raleigh  
495,R1128,764.0,R1128,Fellowship of Christ Church  
496,R1129,672.7619047619048,R1129,Fidelity Baptist Church   
497,R1130,2235.82,R1130,First Assembly of God Church Goldsboro
498,R1131,17416.40519607843,R1131,First Baptist Church of Smithfield  
499,R1132,491.6666666666667,R1132,KC - First Baptist Church  
500,R1133,31589.27900362319,R1133,First Cosmopolitan MBC  
501,R1134,6302.631578947368,R1134,First Missionary Wilson's Mill Mobile
502,R1135,1063.9545454545455,R1135,First Pentecostal Power  
503,R1136,668.6363636363636,R1136,BP - First Presbyterian Church  
504,R1137,4465.533333333333,R1137,BP - First United  
505,R1138,3922.1428571428573,R1138,CSFP - First Worldwide  
506,R1139,7288.8421052631575,R1139,Fishers of Men Food Bank  
507,R1140,390.0,R1140,Flynn Home Of Goldsboro  
508,R1141,31882.0,R1141,Food Bank of Central Louisiana  
509,R1144,8237.238095238095,R1144,Food Bank of NC Direct Distr  
510,R1145,5115.0,R1145,Food Bank Of Northwest NC  
511,R1146,70098.0,R1146,Foodbank Of Southeastern VA  
512,R1147,23470.0,R1147,Foodlady  
513,R1150,4822.446,R1150,Fountain of Hope  
514,R1152,902.2,R1152,"Free Will Baptist Children's Home, Inc.  "
515,R1153,24347.375,R1153,"Christ Christian Center Holy Church, Inc. Green Elementary School"
516,R1154,885.6666666666666,R1154,CSFP - Friends of Chavis  
517,R1155,560.8333333333334,R1155,SP - Fuquay Varina Middle  
518,R1156,29375.993333333332,R1156,Fuquay-Varina Emergency Food Pantry
519,R1160,5009.333333333334,R1160,CSFP -Gethsemane 7th Day  
520,R1161,14277.089444444444,R1161,Gibraltar the Remnant Church   
521,R1162,13831.4625,R1162,Glad Tiding Church Inc DUMA
522,R1163,49828.25,R1163,Glad Tidings Gospel Church  
523,R1164,1116.047619047619,R1164,Glory Cloud & Fire Ministries  
524,R1165,3827.9285714285716,R1165,God's Vision Ministries  
525,R1166,36350.0,R1166,Golden Harvest Food Bank  
526,R1167,1090.0,R1167,SFSP - Goldsboro YMCA Preschl  
527,R1168,71442.78833333333,R1168,Good News Buenas Nuevas International Ministries
528,R1170,28341.278260869563,R1170,Greater Joy Missionary Baptist Church
529,R1175,3329.5,R1175,Grow Our Kids  
530,R1177,2829.6666666666665,R1177,CSFP - Haliwa Saponi Indian  
531,R1178,2534.714285714286,R1178,Harbor Inc  
532,R1179,40577.370833333334,R1179,Harnett Food Pantry  
533,R1180,15522.0,R1180,Harvest Hope Food Bank  
534,R1181,2213.5555555555557,R1181,Harvest Word Ministry  
535,R1182,730.7,R1182,Haven House (Wrenn) Crisis & Homeless Services
536,R1183,5594.073913043479,R1183,Healing Transitions Men's Center
537,R1184,1517.6200000000001,R1184,Healing With CAARE  
538,R1185,666.1904761904761,R1185,Hearts For Children Intl New Light Baptist Church
539,R1186,24865.507246376812,R1186,Heavens Gate Ministry  
540,R1187,8984.454545454546,R1187,Helping Our People Elevate Inc  
541,R1188,571.625,R1188,Highway Restoration Ministries  
542,R1190,4178.916666666666,R1190,His Daily Bread Community  
543,R1191,399.15384615384613,R1191,WPP - Hodge Road Elementary  
544,R1192,10233.426818181819,R1192,Hollister Reach  
545,R1193,7975.083333333333,R1193,Holly Springs Food Cupboard  
546,R1194,384.75,R1194,KC - Homework Haven  
547,R1195,54339.99708333333,R1195,House of Fordham/Goldsboro  
548,R1197,11777.91304347826,R1197,Iglesia Bethel  
549,R1198,22070.484166666665,R1198,Iglesia De Dios Pentecostal  
550,R1199,26702.150416666667,R1199,Iglesia La Luz Del Evengelio La Luz del Evangelio
551,R1200,35169.371250000004,R1200,Iglesia Pentecostal Jesucristo El Rey de Gloria
552,R1201,16103.666666666666,R1201,Immanuel Temple SDA Church  
553,R1202,20342.291666666668,R1202,CSFP - Inborden School  
554,R1203,538.0,R1203,Interact  
555,R1204,6693.636948621554,R1204,CSFP - Inter-Community Council  
556,R1205,21016.85714285714,R1205,Interfaith Food Shuttle  
557,R1206,25719.166666666668,R1206,Internal TEFAP Agency  
558,R1208,29896.583333333332,R1208,Jackson Grove Bible Church of God God
559,R1209,6753.125,R1209,Jacob House/Rachel House  
560,R1210,8985.0,R1210,
561,R1211,12270.21,R1211,Juniper Level  
562,R1212,2232.9444444444443,R1212,Kenly Area Ministries  
563,R1214,375.5,R1214,Kingdom Ministry  
564,R1215,7362.521739130435,R1215,Lakeside Lutheran Church   
565,R1216,505.89473684210526,R1216,CSFP - Laurel Glen  
566,R1217,3471.5833333333335,R1217,Lifeline Christian Center  
567,R1218,18679.67125,R1218,Lifeline Outreach/Henderson  
568,R1219,34120.791666666664,R1219,"Light House Community Center Development Center, Inc."
569,R1220,1003.0,R1220,
570,R1221,41065.375,R1221,Loaves and Fishes Ministries Warren
571,R1222,4074.1666666666665,R1222,London Missionary Baptist  
572,R1224,2182.425652173913,R1224,Love Wins  
573,R1225,45052.125,R1225,Lowcountry Food Bank  
574,R1226,496.9375,R1226,Lutheran Family Services  
575,R1227,203.125,R1227,Macedonia New Life Church
576,R1228,48137.166666666664,R1228,Manna Food Bank  
577,R1232,41029.6325,R1232,Milagros y Maravillas de Dios  
578,R1233,5376.604166666667,R1233,Millbrook United Methodist Church
579,R1234,6375.18625,R1234,Ministerios Bethel Inc  
580,R1236,2083.3636363636365,R1236,Mission Raleigh of Mt Vernon  
581,R1238,5307.521739130435,R1238,SFSP - Mt Pleasant Baptist Ch  
582,R1240,20348.15,R1240,Mt. Zion Community Church Warsaw NC Inc
583,R1242,3990.0,R1242,My Father's House  
584,R1244,8677.08695652174,R1244,N.C.A. Philip Randolph Inst. Mary's Pantry
585,R1246,21001.166666666668,R1246,NC Love In Action (LIA)  
586,R1247,904.8,R1247,WPP -NE Wake Backpack Buddies  
587,R1248,1087.6,R1248,SP - Needham Broughton High  
588,R1249,2702.75,R1249,Nelson Chapel Baptist Church Inc
589,R1250,9175.892857142857,R1250,New Beginnings Deliverance  
590,R1251,24137.39516304348,R1251,New Bethel Baptist Church  
591,R1252,9342.031060606061,R1252,New Bethel Christian Church  
592,R1253,21077.78304347826,R1253,New Birth Holiness Church  
593,R1254,412.77777777777777,R1254,New Canaan Covenant Church  
594,R1255,31505.708333333332,R1255,New Christian Food Pantry &  
595,R1257,4222.5,R1257,New Fellowship Ministry  
596,R1258,7906.579583333333,R1258,New Freedom Christian Fellowship
597,R1259,25522.4445,R1259,New Jerusalem Pentecostal  
598,R1260,11948.417916666667,R1260,New Life Deliverance Ministry CDC
599,R1261,11485.444444444445,R1261,New Life Fellowship Church  
600,R1262,15686.833333333334,R1262,New Life Outreach Ministry  
601,R1263,13072.76,R1263,New Providence Missionary Baptist Church
602,R1264,6171.416666666667,R1264,New St Delight United  
603,R1265,9091.0,R1265,New Vision Christian Church  
604,R1266,10920.116666666667,R1266,North Carolina Poverty Coalition Inc
605,R1267,11272.5,R1267,North Haven Ministries Inc  
606,R1268,38376.0,R1268,Northern Illinois Food Bank  
607,R1270,3825.25,R1270,Oak Level Christian Church  
608,R1271,628.7619047619048,R1271,CSFP - Oakland Village  
609,R1273,2993.0,R1273,OIC Rocky Mount  
610,R1274,34941.125,R1274,Oklahoma City Food Bank  
611,R1275,695.3684210526316,R1275,CSFP - Old Towne Village  
612,R1276,8966.473684210527,R1276,O'Neal Revival Tabernacle  
613,R1277,3272.5,R1277,Open Door Baptist Church  
614,R1278,318.25,R1278,Open Door Community Center  
615,R1279,1740.0,R1279,Open Door Ministry of Faith  
616,R1280,763.0909090909091,R1280,Our Daily Bread/Franklinton  
617,R1281,1279.75,R1281,Our Lady of Perpetual Church Loaves and Fishes Nash County
618,R1282,1506.5238095238096,R1282,Parkview Manor Hayes Barton UMC
619,R1283,790.952380952381,R1283,CSFP - Parkview Manor  
620,R1286,2426.9565217391305,R1286,Pet Distribution  
621,R1287,39627.917083333334,R1287,Pete Norris Ministries Inc Harvest Fellowship Church
622,R1288,24991.189166666667,R1288,Pleasant Grove Missionary Baptist Church
623,R1289,792.5,R1289,Pleasant Union Christian Church
624,R1290,49985.219734848484,R1290,Poplar Springs Christian Church
625,R1291,6436.208333333333,R1291,Potter's Wheel Ministries  
626,R1292,1624.1764705882354,R1292,Power of Praise Tabernacle of Deliverance Ministries Inc
627,R1294,16715.79851449275,R1294,Progressive Teamwork Outreach  
628,R1295,1013.5238095238095,R1295,Pullen Memorial  
629,R1296,321.45,R1296,CSFP - Quankey Hill  
630,R1297,2558.5555555555557,R1297,Demonstration Kitchen  
631,R1298,563.7142857142857,R1298,Raleigh Church of Christ  
632,R1299,19677.375,R1299,Raleigh Dream Center  
633,R1300,306.375,R1300,CSFP - Raleigh Garden Apts.  
634,R1301,249.08333333333334,R1301,"Raleigh Housing Fund, Inc Emmaus House"
635,R1302,508.6666666666667,R1302,SFSP - Raleigh PD Camps  
636,R1303,3021.214285714286,R1303,Raleigh Rescue Mission  
637,R1304,9889.458333333334,R1304,Raleigh Vineyard Christian  
638,R1306,763.5,R1306,Rebuilding Broken Places  
639,R1307,763.625,R1307,Recovery Connections Community  
640,R1308,38929.57124999999,R1308,Recruiters for Christ Church Inc
641,R1310,1210.0,R1310,Refreshing Springs Church  
642,R1311,13401.791666666666,R1311,Renewal Place  
643,R1312,518.6666666666666,R1312,Renu Life  
644,R1314,1500.1,R1314,Resources For Seniors - Departure Drive Adult Care
645,R1315,1851.4815000000003,R1315,Revelation Missionary Baptist Church
646,R1316,6668.25,R1316,Revival Deliverance Ctr Inc All Nations Deliverance
647,R1317,264.95,R1317,CSFP - Rich Park Apartments  
648,R1318,10132.583333333334,R1318,Richland Creek Community Church
649,R1319,7283.238095238095,R1319,Riley Hill Baptist Church  
650,R1320,801.0952380952381,R1320,CSFP  River Towne Manor  
651,R1322,606.125,R1322,Roanoke Valley Seventh-Day  
652,R1323,34498.5,R1323,Rock Ministry Inc  
653,R1325,357.26666666666665,R1325,WPP - Rogers Lane Elementary  
654,R1326,817.5,R1326,SP - Rolesville Middle School  
655,R1327,880.4545454545455,R1327,Safe Space Inc  
656,R1328,437.25,R1328,SFSP - Salvation Army B&GC  
657,R1330,0.0,R1330,Salvation Army - Goldsboro  
658,R1331,4412.724999999999,R1331,Salvation Army-Raleigh  
659,R1332,17366.80769230769,R1332,Salvation Army-Rocky Mount  
660,R1333,2492.595,R1333,Salvation Army-Smithfield  
661,R1334,10883.842857142858,R1334,Samaritan's Shelf West Clayton Church of God
662,R1335,26311.0,R1335,Sampson - Disaster Relief  
663,R1338,765.9090909090909,R1338,Save the Family Church Ministries Inc
664,R1339,3548.913043478261,R1339,CSFP - Scotland Neck Snr. Cen.  
665,R1340,61727.25,R1340,Second Harvest Central Florida  
666,R1341,21136.428571428572,R1341,Second Harvest FB of S.E. NC  
667,R1342,69487.5,R1342,Second Harvest Food Bank of  
668,R1344,27883.333333333332,R1344,Second Harvest Metrolina  
669,R1346,35500.666666666664,R1346,Second Harvest NE Tenn.  
670,R1347,25695.0,R1347,SH Food Bank of South Georgia  
671,R1348,20382.07875,R1348,Shiloh Christian Food Pantry  
672,R1349,4645.6875,R1349,Showers of Blessing Community Church
673,R1353,11799.105263157895,R1353,Spreading Seeds Inc  
674,R1354,5932.090909090909,R1354,St. Andrews Chrisitan Church  
675,R1355,11412.291666666666,R1355,ST. ANN CATHOLIC CHURCH FOOD PANTRY (RAMP)
676,R1356,2388.425,R1356,St. Anna Freewill Baptist Church Harvest Ministry
677,R1358,257.5,R1358,SFSP - St Hope  
678,R1359,15010.187391304347,R1359,St. James Missionary Baptist Church
679,R1360,5312.273809523809,R1360,St. Mark Church of Christ  
680,R1361,4268.25,R1361,St. Mary A.M.E. Church Arnetta B Jones Missionary S
681,R1362,13948.607391304347,R1362,St. Paul Missionary Baptist Church
682,R1363,21456.125,R1363,Stanley Chapel FWB Church  
683,R1364,6056.615714285714,R1364,State St. Community Church Church of God of Prophecy
684,R1365,3828.7894736842104,R1365,The Stone Chapel  
685,R1366,2024.5,R1366,Straightway Temple  
686,R1367,587.1538461538462,R1367,Sure Promise Chritian Church  
687,R1369,29390.877954545456,R1369,Tar River Baptist Association  
688,R1370,8938.04347826087,R1370,Temple Emmanuel Gospel Truth of Apostolic Faith
689,R1371,10131.5,R1371,Temple of New Beginning  
690,R1372,1102.1052631578948,R1372,Temple of Pentecost  
691,R1376,37422.083333333336,R1376,The Jesus House of Prayer  
692,R1377,6011.975416666667,R1377,The Light of Life Ministry  
693,R1378,9670.75,R1378,The Original Tabernacle of Prayer Prayer For All People
694,R1379,30693.463333333333,R1379,The Point Care Center  
695,R1380,3440.595416666667,R1380,The Rising Sun Church of Christ  
696,R1381,37809.895,R1381,The Ship Outreach & Comm Cntr Bread of Life
697,R1383,112.33333333333333,R1383,The Wright's Center Inc  
698,R1384,23818.665,R1384,Tri-Area Ministry  
699,R1385,1560.4782608695652,R1385,Trinity United Faith Center  
700,R1386,5279.379166666667,R1386,Truth Foundational Ministries  
701,R1388,38695.0,R1388,Community Food Bank of Eastern Oklahoma  
702,R1389,7060.375,R1389,TWFC Food-4-Life Word of Faith
703,R1390,24968.208333333332,R1390,UMOJA Central SDA Church  
704,R1391,6126.0,R1391,United Community Ministries  
705,R1392,77.0,R1392,SFSP-United Fellowship  
706,R1393,2189.3478260869565,R1393,United Solid Rock Faith Ministries
707,R1395,30220.155654761904,R1395,Upper Room Church of God  in Christ
708,R1396,28405.80125,R1396,Urban Ministries of Wake County  
709,R1397,2789.1304347826085,R1397,Vaughn's Chapel MB Church  
710,R1398,10789.473684210527,R1398,Victory Faith Church  
711,R1399,724.0909090909091,R1399,Victory Gospel Chapel Spiritual Growth Center
712,R1402,13953.458333333334,R1402,Wake Chapel Church  
713,R1403,586.0,R1403,SFSP - Wake Co. Public Health  
714,R1404,745.4545454545455,R1404,SFSP - Wake Co 4-H  
715,R1405,146.33333333333334,R1405,Wake Technical Institute  
716,R1406,6063.552500000001,R1406,Wallace Church of God Food Pantry
717,R1407,44000.0,R1407,Warren County Direct  
718,R1409,883.6842105263158,R1409,Warren Street Group Home  
719,R1410,8968.238095238095,R1410,Warsaw Baptist Church  
720,R1411,184.9090909090909,R1411,Warsaw United Methodist  
721,R1412,16069.833333333334,R1412,Wayne - Disaster Relief  
722,R1414,624.0952380952381,R1414,CSFP - Weatherstone Springs  
723,R1415,896.0,R1415,Weldon City Schools  
724,R1416,1950.5652173913043,R1416,Wendell United Methodist Church
725,R1417,4595.583333333333,R1417,SP - West Johnston H.S. Pantry  
726,R1418,16504.142536231884,R1418,Western Wake Crisis Ministry  
727,R1419,37717.76375,R1419,White Oak Foundation  
728,R1420,1877.75,R1420,
729,R1421,522.0,R1421,CSFP - Winter's Haven  
730,R1422,55679.833333333336,R1422,With Love From Jesus Ministry  
731,R1423,10784.391304347826,R1423,Woods Chapel UAFWB Church  
732,R1424,104451.24916666666,R1424,Word of Faith Ministries Food Program
733,R1425,13155.4275,R1425,Word of God Fellowship  
734,R1427,5100.875,R1427,Zebulon United Methodist Church
735,R1428,2245.1363636363635,R1428,Zina Christian Center  
736,R1431,1452.0,R1431,SFSP- Duplin County Schools  
737,R1432,624.0,R1432,SFSP- Duplinn County Schools  
738,R1433,742.2,R1433,SFSP- East Wake Leadership  
739,R1434,205.5,R1434,SFSP- Garden Street Apartments  
740,R1435,874.0,R1435,SFSP- Garland First Baptist  
741,R1437,804.6,R1437,SFSP- Go Hard Institute  
742,R1438,164.0,R1438,SFSP- Just for You  
743,R1440,247.0,R1440,SFSP- Lexington on the  
744,R1443,279.5,R1443,SFSP-Olive Branch Baptist  
745,R1451,131.5,R1451,SFSP- YM4C Kids  
746,R1462,1098.6,R1462,The Green Chair Project  
747,R1464,838.5625,R1464,CSFP - Lincoln Heights  
748,R1466,2025.0,R1466,Strait Gate Christian Felowship  
749,R1467,4343.615384615385,R1467,Building Bridges Without Limits  
750,R1468,65043.0,R1468,Mid-Atlantic Regional Co-op  
751,R1469,223.0,R1469,
752,R1470,10428.0,R1470,Weld Food Bank  
753,R1471,700.0,R1471,Food Bank for Larimer Couty  
754,R1472,18258.0,R1472,Care and Share Food Bank  
755,R1473,665.0,R1473,Community Food Share  
756,R1474,20489.0,R1474,Arkansas Food Bank  
757,R1476,1071.142857142857,R1476,Builder's Inc.  
758,R1477,34466.0,R1477,SH Food Bank of East Central Indiana  
759,R1478,31781.0,R1478,Gleaners Community Food Bank  
760,R1480,69206.0,R1480,Dare to Care Food Bank Inc  
761,R1481,35296.0,R1481,Second Harvest Food Bank of Central Indiana  
762,R1482,3695.55,R1482,Glory Tabernacle International Ministries  
763,R1484,691.4,R1484,SP - Inborden Elementary/Enfield Middle School  
764,R1486,1410.0,R1486,Franklin - Disaster Relief  
765,R1487,3118.4285714285716,R1487,J-Jireh Services  
766,R1488,6878.2,R1488,Wake County - Disaster Relief  
767,R1489,22241.0,R1489,Robeson County - Disaster Relief Ral.  
768,R1490,475.3333333333333,R1490,SP -Walnut Creek Elementary   
769,R1491,410.5,R1491,SP - Athens Drive Magnet High School  
770,R1492,3154.5,R1492,Rex Hospital  
771,R1493,10779.263157894737,R1493,Our Lady of the Rosary Food Pantry  
772,R1494,7287.29625,R1494,Salavation Army  
773,R1503,15000.00142857143,R1503,Solid Rock Ministry International Inc.  
774,R1505,2951.3333333333335,R1505,Christian Life Fellowship Food Pantry  
775,R1506,474.0,R1506,NC Harm Reduction  
776,R1509,228.0,R1509,Jewish Family Services  
777,R1510,3543.5,R1510,North Raleigh Ministries  
778,R1511,3446.6666666666665,R1511,Princeton United Methodist Food Pantry  
779,R1512,279213.5,R1512,Three In One Family Center  
780,R1513,2734.5,R1513,Feed the Pack  
781,R1514,5222.5,R1514,REACH Our Communities-Cathedral of Love Ministries  
782,S1000,662.25,S1000,SFSP - Aberdeen Recreation  
783,S1005,27601.555555555555,S1005,Avery's Chapel Church  
784,S1006,17740.24666666667,S1006,Beavers Creek Church  
785,S1007,8138.478636363637,S1007,Bethesda Presbyterian Church  
786,S1008,871.8636363636364,S1008,"Bethesda, Inc  "
787,S1009,45109.191666666666,S1009,Blue Angel Outreach Word of Truth Center
788,S1010,3298.285714285714,S1010,CKC - BGC Sandhills Aberdeen  
789,S1011,660.4,S1011,KC - Boys & Girls Club Sanford  
790,S1012,3174.4117647058824,S1012,We Care Center  
791,S1013,2491.1666666666665,S1013,Cameron Boys Camp Baptist Children's Home of NC
792,S1014,12996.6275,S1014,Carthage United Methodist Church
793,S1015,8897.868333333334,S1015,Christ Memorial Church  
794,S1016,3032.2083333333335,S1016,Christian Mission Center of Moore County
795,S1017,20745.418405797103,S1017,Church Community Services of Scotland County
796,S1018,7924.866666666667,S1018,WPP - BackPack Pals Sandhills  
797,S1019,1372.888888888889,S1019,You Can Learn Center Gospel Lighthouse
798,S1020,1293.8333333333333,S1020,Church God of Prophecy- Norman  
799,S1022,1612.7272727272727,S1022,Community Baptist Church  
800,S1024,19191.0,S1024,DD - Sanford Housing Authority  
801,S1025,16757.666666666668,S1025,Direct Distr. -- Lee County  
802,S1026,5860.833333333333,S1026,Direct Distr. -- Moore County  
803,S1027,6253.0,S1027,Direct Distr. -- Richmond Cty.  
804,S1028,8926.666666666666,S1028,Direct Distr. -- Scotland Cty.  
805,S1029,-1386.0,S1029,Disaster Relief  
806,S1031,648.3333333333334,S1031,Eagle Springs Baptist Church  
807,S1032,5844.485507246377,S1032,Faith Assembly Church  
808,S1033,2149.875,S1033,Faith on Fire Deliverance  
809,S1034,96.83333333333333,S1034,Family Promise of Moore County  
810,S1035,2123.4666666666667,S1035,First Missionary Baptist  
811,S1036,652.7777777777778,S1036,First Presbyterian Church  
812,S1037,403.0,S1037,First United Methodist Church  
813,S1038,135.0,S1038,FirstHealth Hospice  
814,S1039,605.8,S1039,Foundation of Jesus Christ  
815,S1040,417.25,S1040,Friend to Friend  
816,S1041,4590.142857142857,S1041,Friendship One Accord  
817,S1042,5044.714285714285,S1042,Greater Diggs AME Zion Church  
818,S1044,28954.955,S1044,Helping Hands of Hamlet  
819,S1045,1884.0833333333333,S1045,High Falls United Methodist Church
820,S1046,236.75,S1046,SFSP - Hoffman Enrichment  
821,S1048,546.5,S1048,Jerusalem United Methodist  
822,S1049,4300.706666666666,S1049,Jesus Is Justice Mission Inc  
823,S1050,31375.980555555558,S1050,King's Gate International  
824,S1051,28422.2625,S1051,Laurinburg Hope in Christ Ministry
825,S1052,8634.05,S1052,Leak Street  
826,S1053,1248.0,S1053,Linden Lodge Foundation Inc  
827,S1055,33218.43240196079,S1055,"Mineral Springs Improvement Council, Inc"
828,S1056,2938.5555555555557,S1056,Mission Ministries  
829,S1057,4062.033389636679,S1057,Monarch- Pence Place  
830,S1058,8215.375,S1058,Montgomery Churches in Action Biscoe Food Pantry
831,S1059,3464.6521739130435,S1059,Mt. Zion UCC/Rockingham  
832,S1060,51210.259090909094,S1060,CSFP - New Covenant Chr. Cen  
833,S1061,644.4,S1061,New Horizons  
834,S1063,4763.869565217391,S1063,New Zion Ame Zion Church  
835,S1064,497.0,S1064,Occoneechee Council  
836,S1065,24688.629166666666,S1065,Our Daily Bread Christian Food Ministry
837,S1066,2448.015,S1066,Outreach for Jesus  
838,S1067,8367.875,S1067,Page Soup Kitchen  
839,S1068,3024.0833333333335,S1068,Pinebluff United Methodist Church and Pinebluff Lions Club
840,S1069,515.6666666666666,S1069,Port Human Services  
841,S1070,16097.69625,S1070,Prayer and Faith Temple Church Community Food Pantry
842,S1071,4725.166666666667,S1071,Project In As Much  
843,S1072,23605.49375,S1072,Restoring Hope Center  
844,S1073,2550.2379166666665,S1073,Right Start  
845,S1074,7599.079166666666,S1074,Robbins Area Christian Ministries
846,S1075,15251.642083333332,S1075,Partners In Ministry After-School Program
847,S1076,574.4166666666667,S1076,Rockingham Spanish SDA Church  
848,S1077,3796.75,S1077,S.A.F.E. of Harnett County  
849,S1078,5989.738511904762,S1078,Salvation Army of Lee County  
850,S1079,2667.25,S1079,Sandhills Moore Coalition for Human Care Inc
851,S1080,1986.9855072463768,S1080,Sandhills Children's Center  
852,S1081,7834.25,S1081,Sandhills Community Action  
853,S1082,3710.415833333334,S1082,Sandhills UCC  
854,S1086,760.2105263157895,S1086,Meals on Wheels  Meals on Wheels Sandhills
855,S1087,3008.4462499999995,S1087,Southern Mission Ministries  
856,S1088,4034.8333333333335,S1088,Southern Pines UMC  
857,S1090,1320.75,S1090,St. Anthony's  Catholic Church We Care
858,S1091,6563.174603174603,S1091,St. John's Emergency Food & Shelter Program
859,S1092,7749.968181818182,S1092,Saint Luke United Methodist Church
860,S1093,2158.25,S1093,St. Paul Lutheran  
861,S1094,-554.0,S1094,SFSP -  Northview Harvest Min  
862,S1095,37273.34625,S1095,Tabernacle Full Gospel  
863,S1096,1119.857142857143,S1096,The Worship Center  
864,S1097,2850.095238095238,S1097,Unionville Missionary Baptist Church
865,S1098,326.0,S1098,Village Chapel Church  
866,S1100,2282.9166666666665,S1100,Wesleyan Methodist Church  
867,S1101,12833.484583333333,S1101,West End United Methodist Church Food Pantry
868,S1106,890.5,S1106,SFSP-Nothern Moore Family  
869,S1111,34423.0,S1111,Scotland County - Disaster Direct Distribution  
870,S1113,6569.066666666667,S1113,Vass Community Food Pantry  
871,S1114,468.0,S1114,Central Carolina Community College   
872,S1115,1263.0,S1115,Outreach Mission Inc. Men's Shelter  
873,S1116,78092.71428571429,S1116,Place of Grace  
874,S1117,7200.0,S1117,"Haven in Lee County, Inc.   "
875,W1000,8492.666666666666,W1000,BATH  
876,W1001,5831.125,W1001,Believers Home Fellowship  
877,W1003,8186.053333333333,W1003,Bogue Community Citizens Association
878,W1004,8048.958333333334,W1004,Bread for Life  Saint Mark Catholic Church
879,W1005,1683.2100840336134,W1005,Brigade Boys and Girl's Club  
880,W1007,50881.71666666667,W1007,Brunswick Family Assistance  
881,W1008,18187.666666666664,W1008,Brunswick Islands Baptist Church  Church
882,W1009,1454.767857142857,W1009,Brunswick Senior Resources Inc
883,W1010,50503.58333333333,W1010,Gateway Community Church  
884,W1012,1940.469696969697,W1012,Cape Fear Christian Church  
885,W1013,5190.0192307692305,W1013,Wesleyan Chapel UMC  
886,W1014,623.0,W1014,WPP-Cape Fear Middle School  
887,W1016,3913.595238095238,W1016,Catholic Charities  
